,song,year,artist,genre,lyrics,video_path,most_predominant_topic
649,youth,2013,daughter,Indie,Shadows settle on the place that you left Our minds are troubled by the emptiness Destroy the middle it's a waste of time From the perfect start to the finish line And if you're still breathing you're the lucky ones 'Cause most of us are heaving through corrupted lungs Setting fire to our insides for fun Collecting names of the lovers that went wrong The lovers that went wrong We are the reckless We are the wild youth Chasing visions of our futures One day we'll reveal the truth That one will die before he gets there And if you're still bleeding you're the lucky ones 'Cause most of our feelings they are dead and they are gone We're setting fire to our insides for fun Collecting pictures from the flood that wrecked our home It was a flood that wrecked this And you caused it And you caused it And you caused it Well I've lost it all I'm just a silouhette A lifeless face that you'll soon forget My eyes are damp from the words you left Ringing in my head when you broke my chest Ringing in my head when you broke my chest And if you're in love then you are the lucky one 'Cause most of us are bitter over someone Setting fire to our insides for fun To distract our hearts from ever missing them But I'm forever missing him And you caused it And you caused it And you caused it,https://www.youtube.com/watch?v=2QT5eGHCJdE,topic_4
652,conqueror,2014,aurora,Indie,Broken mornings broken nights and broken days in between Open ground the sky is open makes an open sea Just like in fiction in every addiction Oh fantasy's taking over awake me I've been looking for the conqueror But you don't seem to come my way I've been looking for the only one But you don't seem to come my way Broken me and broken them and You are broken too Open ears their eyes are open Makes me call for you But there's no seduction only destruction Oh fantasy take me over and break me I've been looking for the conqueror But you don't seem to come my way I've been looking for the only one But you don't seem to come my way But I feel ali li live I feel ali li live I feel ali li live I feel ali li live I've been looking for the conqueror But you don't seem to come my way I've been looking for the only one But you don't seem to come my way,https://www.youtube.com/watch?v=dmVAmlpbnD4,topic_4
653,sucker,2017,the-big-moon,Indie,You are in my bed I heard what you said Well you were in my bed So I heard what you said Should we nip this bud Can we give this up We're not wasting time I'm with you for life And it got colder Every day But I wouldn't change my mind It got darker Every night But I wouldn't change my mind no Should we nip this bud Can we give this up We're not wasting time I'm with you for life And it got colder Every day But I wouldn't change my mind It got darker Every night But I wouldn't change my mind no I never thought that you would become my greatest friend I never thought that you would become my greatest friend And it got colder Every day But I wouldn't change my mind It got darker Every night But I wouldn't change my mind I'm a sucker for you I'm a sucker for you,https://www.youtube.com/watch?v=SMsTx0Zs4ZY,topic_4
655,her-mercy,2015,glen-hansard,Indie,When you're kneeling through the hours And you're doubting your given powers And when you're ready for her mercy And you're worthy It will come When you're sneaking round the back door And she's waiting for you no more And when you're ready for her mercy And you're worthy It will come When the birds are just tuning up still And the dawn breaks on your windowsill And when you're ready for her mercy And you're worthy It will come It will come When you're broken When your heart is finally open When you're down Down and troubled When you're lost among the rubble Well there's sugar on the old spoon Let's do that two step around your front room And when you're ready for her mercy And you're worthy It will come Mercy mercy coming to you Feel her beauty flowing through you She will unbind you set the word free Mercy mercy Mercy mercy coming to you Feel her beauty flowing through you She will unbind you set the word free Mercy mercy,https://www.youtube.com/watch?v=FCxT0CnOq9s,topic_4
656,worship,2013,ane-brun,Indie,You never worship you never worship your life You never worship you never worship your life You never worship you never worship your life You never worship you never worship your life You never worship you never worship your life You never worship you never worship your life All the while you're standing still you all reach in the past You won't let the good times in if you do you make sure they won't last Can't you see the lights they're shining to lead you back again My heartbeats can be a silver lining just listen well to them You never worship you never worship your life You never worship you never worship your life Never worship your life All the while you're standing still you all reach in the past You won't let the good times in if you do you make sure they won't last Can't you see the lights they're shining to lead you back again My heartbeats can be a silver lining just listen well to them They will worship they will worship your life They will worship they will worship your life They will worship they will worship your life They will worship they will worship your life They will worship your life,https://www.youtube.com/watch?v=rwuyXM23N88,topic_4
660,josephine,2015,frank-turner,Indie,I heard the name Josephine It came to me in dream And I don't usually set too much store by the things that these things might mean It was spoken with seriousness More of a whisper than a scream Now I'm waiting on this Josephine To show herself to me Could have been anyone I imagined I could be I just needed somebody To show me how to be I could have been Napoleon Could have been Beethoven Could have been anyone but uncomfortable me So come on now Josephine show yourself to me So come on now Josephine give me what I need I don't like to be needy but sometimes needs Must I can't stand being the person that I've been I'm an impending car crash I'm the first one on the scene I'm a defeated commander I'm a tone deaf composer I'm a strange name whispered in a dream Could have been anyone I imagined I could be I just needed somebody To show me how to be I could have been Napoleon Could have been Beethoven Could have been anyone but uncomfortable me So come on now Josephine show yourself to me So come on now Josephine Let's pretend it's Halloween You come as a car crash And I'll go as James Dean I'm Napoloeon on Elba And you're a hundred days in 1815 I wrote all of these letters to my immortal beloved You're the only one who's ever gonna know what they mean Come on now Josephine Show yourself to me Could have been anyone But I ended up being me Could have been runaway Could have been what you need I wish that I was anyone except for just me So come on now Josephine Show yourself to me Come on now Josephine Show yourself to me Come on now Josephine Show yourself to me Come on now Josephine Show yourself to me,https://www.youtube.com/watch?v=STRG4tOUARw,topic_4
661,cassy-o,2014,george-ezra,Indie,Cassy's got a new plan gotta get herself away Well I'd better act quick yeah I'd better change my ways Oh maybe I'm wasting maybe I'm chasing time Oh come on let's face it I'm only ever lost in mine Well I got my tracing paper so that I could trace my clock And the bastard face kept changing and the hands they wouldn't stop I was ripping out the battery I received myself a shock And to add insult to injury I could still hear tick and tock Cassy O' Cassy O' Please don't leave Cassy O' Cassy O' Please don't leave Cassy's got a new plan gotta give herself a break And I try I try I try for heaven's sake Well I traveled to Australia And I traveled there by train This something might sound strange to you But on the way I gained a day And I wrote to tell my family And I wrote to tell my friends I arrived home it was lost again and this torture never ends Cassy O' Cassy O' Please don't leave Cassy O' Cassy O' Please Inspector fix me my Cassy O's burnt out We're losing memories that I can't replace She says she's tired of me running in circles She says it's time that we took a break Cassy O' Cassy O' Please don't leave Cassy O' Cassy O' Please don't leave Cassy O' Cassy O' Please don't leave,https://www.youtube.com/watch?v=ubztYMkI3fY,topic_4
664,words,2016,birdy,Indie,Waiting on you Trying to keep your head strong With nothing to lose You raise your voice with something to prove And all the things you say to me I can't forget them You don't leave But you tell me with your eyes what you need Oh please Do you think that I don't know what it means All the things you hide for me I accept them But I need you next to me If I can't hold you now Keep thinking that you might not come around I have no words I have no words to say If I can't change your mind Keep thinking is this our last goodbye You say it first you say it first to me You're in the clear While I'm waking up to nothing but tears And you say they've said That I'm the only one that needed to change You know the things you've said to me Do you regret them I just need you next to me If I can't hold you now Keep thinking that you might not come around I have no words I have no words to say If I can't change your mind Keep thinking is this our last goodbye You say it first you say it first to me So I can't just forget you just forget you Can't just forget you just forget you And If I can't hold you now Keep thinking how you might not come around And I have no words I have no words to say If I can't change your mind Keep thinking is this our last goodbye You say it first you say it first to me If I can't hold you now if I can't hold you now Keep thinking that you might not come around might not come around I have no words I have no words to say If I can't change your mind if I can't change your mind Keep thinking is this our last goodbye our last goodbye You say it first you say it first to me,https://www.youtube.com/watch?v=Lc8X3FXwQCg,topic_4
666,garden,2015,c-duncan,Indie,Take me out to the garden go and colour me blue I feel new I feel new I feel so alive so alive Leave me here on the patio let me know when you go I feel good I feel good Like I should oooh So lay all the woes of the world inside ooh aah So lay all the weight of the day behind ooh aah aah ba ba bada ba ba ba ba bada ba ba ba ba bada ba ba ba ba bada ba ba Take me out through the fire escape Let me know when I'm free I feel new I feel new I feel so alive so alive Leave me here on the patio let me know when you go I feel good I feel good Like I should oooh So lay all the woes of the world inside ooh aah So lay all the weight of the day behind ooh aah So take all the weight of the world and shake all the weight of the world and throw all the woes of the day away ooh aah aah,https://www.youtube.com/watch?v=MC-q1ldXNSY,topic_4
667,gravediggress,2013,cocorosie,Indie,Gravedigress dig me a hole I can bury All of my love and all of my holy Gravedigress dig me a hole I can bury All of my love and all of my holy All of my love and all of my holy Gravedigress dig me a hole I can bury All of my love and all of my holy All of my love and all of my holy Old gravediggress by the dried out brook Whose babble turns to gravel And my company too I used to watch the butterflies Pretend that its spring When December can't remember Not a damn cold thing Old gravedigger r by the burnt out tree Who held the hive a murmur But no more bees I used to hear the wind Made speak and sing the leaves Seems so long I've felt but a shy and tender breeze Gravedigress dig me a hole I can bury All of my love and all of my holy Old scarecrow wounded at the knee Lost your button eyes And most of your stuffing Hay for a heart And hay for a brain If your momma was sweeter then you might be sane Gravedigress dig me a hole I can bury All of my love and all of my holy,https://www.youtube.com/watch?v=eFxFRAMwPi4,topic_4
670,nothin-on-my-mind,2014,astronomyy,Indie,I was told I'll be so old Before I found someone to be hold And if I found one she gonna stray You'll never find a way to hold the weight Take me to a place Where we both don't have to face The things we faked There'll be nothing on my mind NOTHING ON MY MIND I was told I'm not in control But I'll sit and wait for it to unfold 'Cause when you're looking you'll never find All that you're looking for will find you blind Take me to a place Where we both don't have to face The things we faked There'll be nothing on my mind NOTHING ON MY MIND,https://www.youtube.com/watch?v=VQs9hco8HVw,topic_4
672,earthquake,2012,freedom-fry,Indie,First verse You lifted me off the curse Too many times I had my bubble burst And now you turned me up You turned me on You turned me in You turned me round Next phase Caught in another maze Too many ways to end up in the same place And when you built me up You built me strong You built me then you tore me down Ahhh I feel you like an earthquake Shake shake Shake shake shika shake shake Ahhh I guess it was a mistake An ache a misstep into heartbreak Aah and what if it was all fate All fake Feel your world turn as it vibrates Ahhh Got caught up in your earthquake Now it's too late shika shika shake shake shake shika shika shake shake shake Second verse It had to get even worse Left me in the desert with a thirst And now you turned me up You turned me on You turned me in You turned me down Next step Remembering to forget All the words and feelings you can bet 'cause when you built me up You built me strong You built me then you tore me down Ahhh I feel you like an earthquake Shake shake Shake shake shika shake shake Ahhh I guess it was a mistake An ache a misstep into heartbreak Aah and what if it was all fate All fake Feel your world turn as it vibrates Ahhh Got caught up in your earthquake Now it's too late shika shika shake shake shake shika shika shake shake shake,https://www.youtube.com/watch?v=W4JiiuoJ33Y,topic_4
678,fallout,2014,catfish-and-the-bottlemen,Indie,I pissed you off again So that you'd leave me Alone in Leeds again And I got my stuff and left 'Cause I got this friend see Who put me up again Oh but no you still had to call Oh but no you still had to come But we just always Seem to just fallout When I'm most in need of it So I spent my yesterday Ducking your calls And in fear that things would change So I tidied up my place 'Cause you always told me It got me thinking straight Oh but no you still had to call Oh but no you still had to come But we just always Seem to just fallout When I'm most in need of it And you just always Seem to just call out When I'm up for leaving it You see now I'm sorry if I drove your matches to my clothes But you know how I can get sometimes You see now I'm sorry if I drove your matches to my clothes Woo You see I I was a test tube baby That's why nobody gets me You see I Struggle to sleep at night But it's fine she never lets me You see I I was a test tube baby That's why nobody gets me You see I Struggle to sleep at night But it's fine Mary don't let me Nobody gets me,https://www.youtube.com/watch?v=cyLTRjMSX6k,topic_4
168,back-to-love,2013,dj-pauly-d,Indie,Can you feel it All that space in between us I know you could feel it I miss you just a little too much Memories in the breeze are they gone now Thought that I would be right but I'm wrong now So many feelings I miss you just a little too much We built it all then let it all crash down down We had it all but let it burn to the ground But maybe we turn around and get back 'Cause right now I'm off track I'm looking for a way back to love I need you now I'm feignin for your touch Come back to love Come back to love Can you see it all that everything we were turned into dust Do you believe it Can we ever get back to us Us baby Memories in the breeze are they gone now Thought that I would be right but I'm wrong now So many feelings I miss you just a little too much We built it all then let it all crash down We had it all then let it burn to the ground But maybe we turn around and get back 'Cause right now I'm off track I'm looking for a way back to love I need you now I'm feignin for your touch Come back to love Come back to love Come back to love We built it all then let it all crash down We had it all but let it burn to the ground But maybe we can turn around and get back 'Cause right now I'm off track I'm looking for a way back to love I need you now I'm feignin for your touch Come back to love,https://www.youtube.com/watch?v=SKgvfHKS78c,topic_5
171,soundcheck,2016,catfish-and-the-bottlemen,Indie,Maybe I don't act the way I used to 'Cause I don't feel the same about you In fact that's a lie I want you And I raced through soundcheck Just to meet you on your fag break And you convinced me To put life aside and want you And if only for the sake of it I could chill you out And drive us through the night to your sister's And you can fall asleep with my jacket as a cover And wake up just to join me to smoke I wanted everything at once Until you blew me out my mind Now I don't need nothing Maybe I don't act the way I used to 'Cause I don't feel the same that I did The fact that I lie because I want you And if only for the sake of it I could chill you out And drive us through the night to your sister's And you can fall asleep with my jacket as a cover And wake up just to join me to smoke I wanted everything at once Until you blew me out my mind And now I don't need nothing I wanted everything at once Until you blew me out my mind And now I don't need nothing We'll be talking bout your background And how it never left you much Because you grew up in a small town You'll appreciate it more When you're done figuring your life out And everything's fine We'll be talking bout your background And how it never left you much Because you grew up in a small town You'll appreciate it more When you're done figuring your life out And everything's fine I raced through soundcheck Just to meet you on your fag break And you convinced me To put life aside and want you I wanted everything at once Until you blew me out my mind And now I don't need nothing I wanted everything at once Until you blew me out my mind And now I don't need nothing,https://www.youtube.com/watch?v=9mLD8FL28Nk,topic_5
596,words,2011,ane-brun,Indie,Words take her with you Let her rest in your rhyme Words take her away Somewhere be on time Words ease her breathing Lay her softly on the floor There let her linger And listen like ever before Leave her windows uncovered at night And fill her room with the city lights As they illuminate the sky It reminds her of the people outside Cause she won't sleep Unless she heals her loneliness Walk with her Beneath the tree tops Create new paths and memories Show her how the sunlight Glances through the gaps between the leaves Words help her change the world In only one verse Tell her to reach for the stars And to always put love first Leave her windows uncovered at night And fill her room with the city lights As they illuminate the sky It reminds her of the people outside It reminds her of the people It reminds her of the people It reminds her of the people outside,https://www.youtube.com/watch?v=1tHCe7yW3UY,topic_5
674,a-rush-of-blood,2016,coasts,Indie,Are you looking for something Are you searching for someone else You say I feel better at midnight Because the moon is your only friend And I want you bad Oh I knew that you wouldn't wanna go without I could be your hero If you want me to you've got to show me how Like a rush of blood to the head You were crushing hearts till the end Like a rush of blood to the head You were crushing hearts till the end I'm a dreamer I wanna be a better man I'll never be all that you wanted But I'll give you everything that I can Like the greatest rush that you've ever felt When we hear the sound I could be your hero If you want me to you've got to show me how Like a rush of blood to the head You were crushing hearts till the end Was a young love lost in the night Are we in too deep to decide Put the beat in my heart the words in my mouth Kept me out of the dark You put the taste I my tongue the life in my soul Gave me air for my lungs Like a rush of blood to the head You were crushing hearts till the end Was a young love lost in the night Are we in too deep to decide Like a rush of blood to the head You were crushing hearts till the end Was a young love lost in the night Are we in too deep to decide,https://www.youtube.com/watch?v=JEQ3_Q0KO0I,topic_6
595,pacifier,2014,catfish-and-the-bottlemen,Indie,There's always something to hide There's always someone to lead on with you Obligated Rewind Evidently proves that I don't need you She said Oh please you're obsessed I said she looked over dressed She deffo didn't like that no She said I'm feeling like it's brewing up When you say that you don't need me And you are nothing without me' But Babe You know I've tried and failed But you Just don't know how it feels To lose Something you never had and never will There's always some kid to snide They took my mother at 13 And patched her fickly eyes Evidently proved that i don't need you or noone She said It's you i detest I said she looked underslept She deffo didn't like that no She said I'm feeling like it's brewing up When you say that you don't need me And you are nothing without me' But Babe You know I've tried and failed But you Just don't know how it feels To lose Something you never had and never will But Babe You know I've tried and failed But you Just don't know how it feels To lose Something you never had and never will I'm a pacifier I'm a pacifier,https://www.youtube.com/watch?v=vWgq8b5vQEY,topic_7
615,keep-your-head-up,2011,ben-howard,Indie,I spent my time watching The spaces that have grown between us And I cut my mind on second best Oh the scars that come with the greenness And I gave my eyes to the boredom Still the seabed wouldn't let me in And I try my best to embrace the darkness In which I swim Now walking back down this mountain The strength of a turnin tide Oh the wind so soft and my skin Yeah the sun so hot upon my side Oh lookin out at this happiness I searched for between the sheets Oh feelin blind I realize All I was searchin for was me Oh oh oh all I was searchin for was me Oh yeah keep your head up keep your heart strong No no no no keep your mind set keep your hair long Oh my my darlin keep your head up keep your heart strong Na oh no no keep your mind set in your ways Keep your heart strong Now I saw a friend of mine the other day And he told me that my eyes were gleamin Oh I said I'd been away and he knew Oh he knew the depths I was meanin And it felt so good to see his face All the comfort invested in my soul Oh to feel the warmth of his smile When he said I'm happy to have you home Oh oh oh I'm happy to have you home Oh yeah keep your head up keep your heart strong No no no no keep your mind set keep your hair long Oh my my darlin keep your head up keep your heart strong No no no no keep your mind set in your ways Well keep your heart strong 'Cause I'll always remember you the same Oh eyes like wildflowers oh with your demons of change Keep your head up Keep your heart strong Keep your head up Keep your heart strong May you find happiness here Keep your head up Keep your heart strong Keep your head up Keep your heart strong May all your hopes all turn out right Keep your head up keep your heart strong No no no no keep your mind set keep your hair long Oh my my darlin keep your head up keep your heart strong No no no no keep your mind set in your ways Keep your heart strong 'Cause I'll always remember you the same Oh eyes like wildflowers oh with your demons of change,https://www.youtube.com/watch?v=ADP65wbBUpc,topic_7
657,voices-from-the-top-of-the-mountain,2015,adam-torres,Indie,There was nothing nothing left standing all the people and trees disappeared in the wrath of the sea in the night she crashed all around us like the quietest dance i was locked in my hands when I heard voices from the top of the mountain voices from the valley bellow I am ready to join them I am ready to go Voices from the top of the mountains voices from the valley below I am ready to join them I am ready to go Now the world outside is just blooming green as the green that was spilled on the hills and the leaves time will come when the water will open and the angels will cry just like the time before They were voices from the top of the mountain they were voices from the valley below I am ready to join them I am ready to go I am ready to join them I am ready to go I am ready to go I am ready to Go,https://www.youtube.com/watch?v=El2IGZTRee8,topic_7
658,did-you-hear-the-rain,2013,george-ezra,Indie,Oh why do you treat me so Oh why do you treat me so You cause me to weep And you cause me to moan You cause me to pack up My bags and leave home Oh why do you treat me so Oh did you hear the thunder Or the rain Means I'm coming home again Means I'm coming home my friend Oh did you steal my name Oh you Jack of all trades You're the master of none Oh the race has begun I was born a champion I was born to jump and run Oh did you hear the rain Oh the rain You can try and run and hide Tearing at the chain Oh Lucifer's inside Oh did your siblings tell you I was wasting up your time Oh now you're wasting mine You put me back in line And I'm counting every link And I guess you think that's fine Oh did you hear the rain Oh the rain You can try and run and hide Tearing at the chain Oh Lucifer's inside Oh did I send a shiver Down your spine Well I do it all the time It's a little trick of mine Did I make you shake your knees Did I make him spill his wine Lord I'm spreading like disease Know I'm all up in your mind Oh Lucifer's inside Oh Lucifer's inside Oh did you hear the rain Oh the rain You can try and run and hide Tearing at the chain Means I'm coming home again Means I'm coming home my friend Oh Lucifer's inside Oh Lucifer's inside Lucifer's inside,https://www.youtube.com/watch?v=hbfHe3nd_Lo,topic_7
665,1901,2011,birdy,Indie,Counting all different ideas drifting away Past and present they don't matter Now the future's sorted out Watch her moving in elliptical patterns Think it's not what you say What you say is way too complicated For a minute though I couldn't tell how to fall out It's twenty seconds till the last call You're going hey hey hey hey hey hey Lie down you know it's easy Like we did it over summer long And I'll be anything you ask and more You're going hey hey hey hey hey hey hey It's not a miracle we needed No I wouldn't let you think so Fold it fold it fold it fold it Fold it fold it fold it fold it Girlfriend oh your girlfriend is drifting away Past and present 1855 1901 Watch them built up a material tower Think it's not gonna stay anyway I think it's overrated For a minute though I couldn't tell how to fall out It's twenty seconds till the last call You're going hey hey hey hey hey hey Lie down you know it's easy Like we did it over summer long And I'll be anything you ask and more You're going hey hey hey hey hey hey hey It's not a miracle we needed No I wouldn't let you think so Fold it fold it fold it fold it Fold it fold it fold it fold it Fold it fold it fold it fold it Fold it fold it fold it fold it Fold it fold it fold it fold it Fold it fold it fold it fold it,https://www.youtube.com/watch?v=jlaeJ6k75cY,topic_7
677,games,2014,claire,Indie,Sweet words with fingers crossed They seem so easy for you Between the lines I see through you But we're so whatever You're gone and I feel lost In all in all these games With blurry eyes to scared to move Bit by bit I'm disappearing And it's alright and it's alright As long as I can be with you And it's alright and it's alright As long as I can stay Those tempting looks again Did they mean a thing to you But even if I'd fall for them We're still wherever Afraid to lose control In all in all these games With muted voice aloud inside Bit by bit I'm disappearing And it's alright and it's alright As long as I can be with you And it's alright and it's alright As long as I can stay And it's alright and it's alright As long as I can be with you And it's alright and it's alright As long as I can stay I'm just a ghost in your eyes Like I'm never really there Just one smile would make me happy But you don't seem to care I'm just a ghost in your eyes Like I'm never really there Just one smile would make me happy But you don't seem to care Care care care care care care 'Cause you don't seem care care care care care care You don't seem care And it's alright and it's alright As long as I can be with you And it's alright and it's alright As long as I can stay And it's alright and it's alright As long as I can be with you And it's alright and it's alright As long as I can stay,https://www.youtube.com/watch?v=VkrFqNqUgGA,topic_7
680,the-wolves,2011,ben-howard,Indie,Falling from high places falling through lost spaces Now that we're lonely now that there's nowhere to go Watching from both sides these clock towers burning up I lost my time here I lost my patience with it all We lost faith in the arms of love Where you been hiding lately Where you been hiding from the news Because we've been fighting lately We've been fighting with the wolves With the wolves Red tongues and hands Falling from high places falling through lost spaces Now that we're lonely now that there's nowhere to go Watching from both sides these towers been tumbling down I lost my mind here I lost my patience with the Lord We lost faith oh in the arms of love Where you been hiding lately Where you been hiding from the news Because we've been fighting lately We've been fighting with the wolves With the wolves Red tongues and hands We lost faith in the arms of love Grazie a pimsou per questo testo,https://www.youtube.com/watch?v=BLQaGEI5D2Q,topic_7
681,kathleen,2014,catfish-and-the-bottlemen,Indie,You're sympatico And of all the lifts home and all the mixed feelings You're cuts above And you don't own worries or a chest full of heartache And Yes I know That I'll never work out exactly how you're thinking But Let me know when i'm needed home And I'll come You can leather me with your lips I've gotta give it to you You give me problems When you are not in the mood I've gotta give it to you You give me problems And made me give in to you Our dealer hates me you know Cause he used to see her but she sold Him off on down the river It's impractical To go out and catch a death with a dress fit for the summer So you don't Instead you call me up with a head full of filth And yes I know That I'll never acquiesce anything you're thinking But Let me know when i'm needed home And I'll come You can leather me with your lips I've gotta give it to you You give me problems When you are not in the mood I've gotta give it to you You give me problems And made me give in to you Our dealer hates me you know Cause he used to see her but she sold Him off on down the river,https://www.youtube.com/watch?v=xrrcVxnjJO8,topic_7
144,fading-lines,2016,amber-arcades,Indie,If there's a time when you must go Tell me things i didnt know The sun was warm your hand was strong Wish I was there with you that day On an empty highway Riding to the falling sky I look around nothing's what it seems ohoh Can't tell the worst from the best in me ohoh These fading lines are all I see ohoh Now I understand it all shines brightest at the end I heard you call my name It sounded like a distant echo But then I knew yeah then I saw That we've been here before Standing on that same grey shore We didn't know where to begin I look around nothing's what it seems ohoh Can't tell the worst from the best in me ohoh These fading lines are all I see ohoh Now I understand it all shines brightest at the end,https://www.youtube.com/watch?v=CMyK4G8wb_o,topic_8
152,pops,2016,angel-olsen,Indie,All those people they don't see me Baby don't leave Please believe me Couldn't love em if I tried to No one understands me like you I'm not playing anymore I'm not playing anymore Did all that before I'm not playing anymore Love of the chase Love of love What is it my heart's made of Don't you know you'll never have a part Please don't start It hurts to start Dreaming dreaming Oh Again Again Again After it all ends We'll be just like friends Hey what was that passing us by Hey it was only something in my eyes,https://www.youtube.com/watch?v=XF35FtWgh_8,topic_8
155,lemonade,2010,cocorosie,Indie,It was Cinco de Mayo Pillow case on his head No more breathing time An ambulance sped Sped round every corner Calling out his name Shot a rabbit from the back seat window Sat and watched the summer corn grow Ate ice cream in a desert dream And got lost in father's singing Too hot inside Too hot outside Lazy days when I said let's go for a ride We'd sail on Spirit Lake Me my pappy and his lemonade Tim and Tina were my parents names They got engaged They were inflamed Seduced by the light of butterflies How they shimmer how they glimmer Those butterflies We seven kids We almost died Nearly put to death By lightening strikes Instead there was hot pink Flashes in the sky We climbed the rocks in snow and rain In search of magic powers To heal our mother's pain,https://www.youtube.com/watch?v=tu3EcAHdHlE,topic_8
159,land-of-gathering,2013,the-ceremonies,Indie,Oh oh oh oh oh So you'll meet me there Behind those castle walls Just like before We walked right through Those empty halls It made me think about The land of gathering And what would happen if We ever saw the king Oooh Maybe since we're gone and all is through I've got such a view I've got such a view Oh oh oh oh oh We pulled the rope so that The gate would start to fall And no one watched to see The final curtain call The paper set tore up So the swords didn't swing And why'd I think the choir Would stop the songs they sing Oh they didn't Oooooh Maybe since were gone and all is through I've got such a view I've got such a view Maybe since were gone and all is through I've got such a view I've got such a view Maybe since were gone and all is through I've got such a view I've got such a view Maybe since were gone and all is through I've got such a view I've got such a view,https://www.youtube.com/watch?v=mEokNXNWdMQ,topic_8
676,golden-green,2016,agnes-obel,Indie,All I have or should Want to be but never could It's coming out it's coming out it's coming out It's coming out it's coming out my heart To spoil my soul with fire All my eyes can see is Born out of your imagery It's coming out it's coming out it's coming out It's coming out it's coming out my heart To scorch the earth with fire Tell me who you really love Tell me who you really love Tell me who you really love Who are you to take over my mind With your eyes on me All for you I am climbing the sky Of golden green Angel green and blue I'm gonna leave my mind with you I know I see I wanna be just free It's coming out it's coming out it's coming out I know it craves it's running through my veins To spoil my soul with fire Tell me who you really love Tell me who you really love Who are you to take over my mind With your eyes on me All for you I am climbing the sky Of golden green,https://www.youtube.com/watch?v=WRLVINLlEVE,topic_8
732,the-promise-of-fever,2003,cradle-of-filth,Metal,In the beginning Rimmed with wind and storm A great black wrath of infinite math Spat snarling into form And there was heaven Lit up with precious stones Each one could fall but for the rule Of faith and love and stronger thrones And therein rose vast wonders Affections to be seen Fathered from the plundered Reflections of a dream Fogging into nightmare For him whose place was set With wayward stars that absent marred All creation with their In the beginning Bewinged and ringed with dawn This favoured Avatar enthralled Swansongs from those that thronged this shore With Gabriel and Michael He shone with fierce intent For loyalty their joy to see Him spur the hymns to heaven From the sculptured lips of seraphim Whom fate then cruelly rent Wtih sleight fingered strains of harmony Each note to grim portent As grinnning nimbus gathered Over spires arabesque For Him that blazed with holy praise That for a jealous God was meant Shining Feriluce Lustrous scourge of fallen spirits Basked in glory flew To lakes in sacred altitudes Sweet haunting music swathed the breeze With curling tongues that lapped His lead As through thick mountain mist He wandered cursed with thoughts adrift He paused to draught forbidden streams That whispered siren promises To drown His thirst For sports amiss These waters held secrets Liked raped Russian dolls Wherein evil and good Tore His soul for control And drunk with the verse of desire's first words The weight of the universe Slunk in rehearsed Horror in numbers too great to discern The rotting of worlds to the conqueror worm And love a rare orchid so fragile in bloom Espied gasping breath under dark sheeted moons Shining Feriluce Reflected in a jaded mirror Climbing from the noose Of time in divine servitude And thus a strange new melody Of will and wanton fantasies Whetted by the veiled seen Danced from His ashen lips In red dawn scores the silver scream Of truth and Her deleted scenes Was taken up as far it seemed As God His words eclipsed Those waters hid visions Like butchers in war Perverting the course Of life's blood evermore In the beginning Skinned well with gibbous tones Of countenance and ignorance In equal measures sewn A marbled arc of Angels Sworn to the morning star Shared His pride and deep inside Felt chill shadows sweep their cards,https://www.youtube.com/watch?v=SotCZ6zNkEQ,topic_12
745,stranger-aeons,1991,entombed,Metal,One more dead soul there's a hole in the sky Illuminating dream quest the prophet's eye By virtue of madness a sign of faith Lurking at the threshold you're lost Between the gates Death's a solution to life's dead illusions Stranger aeons stained by re creation Stranger aeons of hallucination Stranger things that eternal lie Awaiting beyond the time to die In the city of gods in the temple of lies Initiation progression Zarathustra cries You were wrong from the start We will never part Stranger aeons stained by re creation Stranger aeons of hallucination Take strange drugs swallow your pride It's all but a game nuclear stock piles,https://www.youtube.com/watch?v=bNY3pKJ0A-A,topic_12
199,god-alone,2013,altar-of-plagues,Metal,Who was born here and danced with infancy The stones let me go but to make a difference their names are kept expecting half with nothing to find Like a lighthouse a wild nothing moved to an empty place tended embers of life fires envelop something wide and moral It takes and leaves flicker heavy growing leeched The son will rise The son has died,https://www.youtube.com/watch?v=RbfieYwl4aQ,topic_13
198,what-if-i-was-nothing,2012,all-that-remains,Metal,Just let it go don't wanna argue anymore I can't be sure I know just what we're fighting for I know you're scared and that you're thinkin I may go I'm not leaving I'm not leaving And if you're thinking I might might be led astray Just remember this one question What if I was nothing what if this is true What if I was nothing girl nothing without you So what if I was angry what did you think I'd do I told you that I love you girl I'm nothing without you I know it's hard it seems we've worked at this so long It's often foolish pride that tells us we're not wrong I hear your voice you tell me that you'll never go And I believe it I believe it And if you're thinking I might might be led astray Just remember this one question What if I was nothing what if this is true What if I was nothing girl nothing without you So what if I was angry what did you think I'd do I told you that I love you girl I'm nothing without you We can keep this going on we'll make it work some way And every step it makes us stronger every day And if you're thinking I might might be led astray Just remember this one question What if I was nothing what if this is true What if I was nothing girl nothing without you So what if I was angry what did you think I'd do I told you that I love you girl I'm nothing without you What if I was nothing what if this is true What if I was nothing girl nothing without you So what if I was angry what did you think I'd do I told you that I love you girl I'm nothing without you,https://www.youtube.com/watch?v=v2cRj9Z96PQ,topic_14
