,,song,year,artist,genre,lyrics,video_path
Metal,15609,ministry-of-saints,2008,edguy,Metal,When the lights go down you feel it come alive Driven by the dread of love that never passes by When the night unfolds a veil across the day Waiting for the flood to come to wash the stains away Look at the clouded sky Poisoned rain angels cry Cracks show in the seal Tonight a thousand angels fall Heaven's up against the world Changes holding sway We can make you anyone By the morning we'll be gone The ministry of saints You're afraid to disappear beneath the waves Bread and circus bread and wine They rain on your parade Round and round and round You're spinning like a wheel Crying for redemption you break the seventh seal We're cleansing your soul from sin Plead for you angels sing We're taking pride of place Tonight a thousand angels fall Heaven's up against the world And change is holding sway We can make you anyone By the morning we'll be gone The ministry of saints Tonight a thousand angels fall Heaven's up against the world And change is holding sway We can make you anyone By the morning we'll be gone The ministry of saints,https://www.youtube.com/watch?v=lJGItAC09sI
Metal,167151,the-great-unknown,2012,the-ghost-inside,Metal,We look up to the sky I swear it never ends Walk down the road on any path we choose But then something changed now days just aren't the same I'm feeling so empty like part of me has been removed My youth is getting older It got left out in the bitter cold Now I put it on the back burner where it doesn't belong Where did I go wrong Let me stop to ask the question Will I ever get the chance to repeat I feel this more and more everyday Take me back to when I used to believe Nothing could prepare you but we try our best Failure upon failure what happens next Nothing's ever easy and life still goes on Don't stop push on before you become withdrawn I've become withdrawn My youth is getting older It got left out in the bitter cold Now I put it on the back burner where it doesn't belong Where did I go wrong My innocence is gone Where did I go wrong I feel it slipping away from me Do you remember when we were free I've stood up on that ledge and I know what you see You're looking over the edge and wanting to leap I've written every word and expressed all my concerns You're losing that part of yourself but it wasn't meant to be My youth is getting older It got left out in the bitter cold Now I put it on the back burner where it doesn't belong Where did I go wrong My innocence is gone,https://www.youtube.com/watch?v=Gc_nr8U10Lc
Metal,67444,what-if-i-was-nothing,2012,all-that-remains,Metal,Just let it go don't wanna argue anymore I can't be sure I know just what we're fighting for I know you're scared and that you're thinkin I may go I'm not leaving I'm not leaving And if you're thinking I might might be led astray Just remember this one question What if I was nothing what if this is true What if I was nothing girl nothing without you So what if I was angry what did you think I'd do I told you that I love you girl I'm nothing without you I know it's hard it seems we've worked at this so long It's often foolish pride that tells us we're not wrong I hear your voice you tell me that you'll never go And I believe it I believe it And if you're thinking I might might be led astray Just remember this one question What if I was nothing what if this is true What if I was nothing girl nothing without you So what if I was angry what did you think I'd do I told you that I love you girl I'm nothing without you We can keep this going on we'll make it work some way And every step it makes us stronger every day And if you're thinking I might might be led astray Just remember this one question What if I was nothing what if this is true What if I was nothing girl nothing without you So what if I was angry what did you think I'd do I told you that I love you girl I'm nothing without you What if I was nothing what if this is true What if I was nothing girl nothing without you So what if I was angry what did you think I'd do I told you that I love you girl I'm nothing without you,https://www.youtube.com/watch?v=v2cRj9Z96PQ
Metal,181920,god-alone,2013,altar-of-plagues,Metal,Who was born here and danced with infancy The stones let me go but to make a difference their names are kept expecting half with nothing to find Like a lighthouse a wild nothing moved to an empty place tended embers of life fires envelop something wide and moral It takes and leaves flicker heavy growing leeched The son will rise The son has died ,https://www.youtube.com/watch?v=RbfieYwl4aQ
Metal,178056,machine,2013,born-of-osiris,Metal,Take another look at yourself tell me what do you see yours souls reflection is it what it used to be Take another look at yourself tell me what do you see answers revolve around our heads like figures of our imagination measures are taken to purge pleasure and take life in as pain this is bigger than you and me alarms as you wake from his dream human fellowship is sacred this is bigger than you and me Take another look at yourself and tell me what do you see yours souls reflection is it what it used to be Take another look at yourself and tell me what do you see as we move along waiting here our days repeat and increase your default setting runs your life secretly which direction are you heading escape the pressure this is bigger than you and me alarms as you wake from his dream human fellowship is sacred cuz this is bigger than you and me alarms as you wake from his dream human fellowship is sacred cuz this is bigger than you and me separate yourself from the machine embrace your own identity escape the pressure Take another look at yourself and tell me what do you see yours souls reflection is it what it used to be Take another look at yourself and tell me what do you see yours souls reflection is it what it used to be yours souls reflection is it what it used to be what do you see Enjoy Metal fans @mtabora,https://www.youtube.com/watch?v=5yqWtYD8qSI
Metal,180099,black-winter-day,1994,amorphis,Metal,This is how the lucky feel How the blessed think Like daybreak in spring The sun on a spring morning Like the flat brink of a cloud Like a dark night in autumn But how do I feel In my gloomy depths A black winter day No darker than that Gloomier than an autumn night,https://www.youtube.com/watch?v=FxG5pjI8wLk
Metal,6004,strange-machines,1995,the-gathering,Metal,It has always been in the back of my mind Dreaming about going through corners of time I always wanted to fly in strange machines I wanna do centuries in a lifetime And feel it with my hands Touch world war II and Cleopatra flying Could it be that my dream would come true Building a machine that would actually do What I want to do Russian revolution let's do it in one day Beethoven and Gershwin I think that would be OK More than anything I wanna fly in strange machines I wanna do centuries in a lifetime And feel it with my eyes Watch Jesus rise If he ever did Flying I wanna do centuries in a lifetime And feel it with my hands Touch renaissance and Shaka Khan Flying ,https://www.youtube.com/watch?v=1HUMwinV2AQ
Metal,7870,my-funeral,2016,dark-funeral,Metal,"""At the end of this long and lonely path All misery will be gone"" Down this long and twining road I walk with heavy feet My head sunk down below I have made up my mind It's time to end this life Then peace I will find Walking down to my funeral The mortal sin Some might be sad I'll die with a grin Walking down to my funeral It's time to die When I leave this pathetic world I will hold my head high Angels are watching from above As so does the evil ones That lurks down below I am almost there at my funeral I reach the end of the twining road I put a bullet in my gun don't need to reload Feel the cold steel to my head It's time to pull the trigger Soon I'll be dead Now when I'm at my funeral I feel so free Some might be sad I'll die with a grin Now I'm at my funeral I feel so free The mortal sin Sin Angels and demons Reach out for me Kingdom's wide open But I walk away from thee As I walk away ""For eternal in twilight I dwell"" Walking down to my funeral The mortal sin Some might be sad I'll die with a grin Walking down to my funeral It's time to die When I leave this pathetic world I will hold my head high Hold my head high ",https://www.youtube.com/watch?v=TEVodXzNmPM
Other,146520,baecation,2016,a-boogie-wit-da-hoodie,Other, I took her on a baecation She fell in love with the way I tasted I fell in love with the way she take it Go down on it girl I know you wanna taste it I took her on a baecation We ain't even really dating I spent a long time waiting Go down on me girl I'm running out of patience My name is Artist I can draw shit She be all up in my phone she just wanna start shit She will not leave me alone till I take her shopping Louis bag with a stash and her Birkin wallet Yeah let's go on a baecation Baby we can go to Vegas and change locations Don't you worry bout a hater they gon keep hating They sendin shots I just dodge like I'm in the Matrix Used to school park in the Uber Now we taking flights spending nights in Aruba I hope we can do a lot of things fuck the rumors On the beach Henny Coladas in the cooler All the hoes gon follow understand that If you end up heart broken I didn't plan that I wanna take you so far I don't know where to begin at Baby girl at least you know where my head at So I took her on a baecation She fell in love with the way I tasted I fell in love with the way she take it Go down on me girl I know you wanna taste it I took her on a baecation We ain't even really dating I spent a long time Go down on me girl I know you want I could put you on I won't do you wrong baby You know what you're doing I just hope you don't play me Louis Vuitton don you know I be going crazy Go to San Juan put you on the front page and If they hate girl fuck em they can stay hating You can whip the Benzi let em watch us racing and When they hear me on the radio station They gon wish they was you but I ain't replacing My bitch so expensive She listen to me but she never listen They tried to push me off my pivot but I'm never tripping She never bitch and love to kick it Rose sipping I fuck with you but girl don't get it twisted It's money over everything so I be getting chicken I'm hard to get with so they never got the cash be slipping Put you on a private jet fuck a plane ticket So I took her on a baecation She fell in love with the way I tasted I fell in love with the way she take it Go down on me girl I know you wanna taste it I took her on a baecation We ain't even really dating I spent a long time Go down on me girl I know you want,https://www.youtube.com/watch?v=U8KvGx1qu1s
Other,215258,restless-year,2015,ezra-furman,Other,Ooh la ooohhh Sing like a Ooh la ooohhh I set up camp in the center of town Ready for freedom when it all comes down Snapping my fingers walking around I'm a dusty jewel in the throne I've found Got a bus pass to make my way From hideout to hideout in the heat of the day I got a talisman tote with the whole array And when you catch my coat tails I'll be miles away It was a restless year It was another restless year It was a restless year For a while we had no fear Yeah nobody knows in the all night diner Rolling with Rodes and Miss Mary L Steiner You can't pin her down you can't define her Dostoevsky dime store copy Ooh la ooohhh Making my rounds in my five dollar dress I can't go home no I'm not homeless I'm just another savage in the wilderness And if you can't calm down you can listen to this Death Is my former employer Death Is my own tom sawyer Death Waits for me to destroy her I never want to die and I never grow older yeahhh Ooh la ooohhh Restless year It was another restless year It was a restless year Don't tell me anything I don't want to hear,https://www.youtube.com/watch?v=NDOenFQazrA
Other,60648,fighting-gravity,2014,caleb-johnson,Other,Patiently discovering you All the things you ever wanted to A masterpiece came into view A perfect picture that you tore in two So dark when we've lost our way Way out here in outer space The memories are all I've saved tonight You flew me to the highest highs Never thought you would ever quit on me And I can't stop falling there's no fighting gravity whoa And I'm crashing through the atmosphere Without you I'm gasping it's hard to breathe And I keep on stalling there's no fighting gravity Patiently I wait for you Drifting by the dark side of the moon Breaking me you're shatter proof How can you forget what we've been through So dark when we've lost our way Way out here in outer space The memories are all I've saved tonight You flew me to the highest highs Never thought you would ever quit on me And I can't stop falling there's no fighting gravity whoa And I'm crashing through the atmosphere Without you I'm gasping it's hard to breathe And I keep on stalling there's no fighting gravity I saw a sign from the other side I let you go and it left me weightless Down below I heard you say Crashing through the atmosphere Without you I'm gasping it's hard to breathe And I keep on stalling there's no fighting No there's no fighting You flew me to the highest highs Never thought you would ever quit on me And I can't stop falling there's no fighting gravity whoa And I'm crashing through the atmosphere Without you I'm gasping it's hard to breathe And I keep on falling there's no fighting gravity Patiently discovering you All the things you ever wanted to,https://www.youtube.com/watch?v=kxDyjZ1aFEI
Other,181591,shake-that,2014,dansson-marlon-hoffstadt,Other,Shake that baby drivin me crazy Shake that baby drivin me crazy Shake that baby drivin me crazy Shake that baby drivin me crazy Shake that baby drivin me crazy Get up get up Shake that baby drivin me crazy Get up get up Shake that baby drivin me crazy Get up get up Shake that baby drivin me crazy Get up get up Shake that baby drivin me crazy Get up get up Shake that baby drivin me crazy Get up get up Shake that baby drivin me crazy Get up get up Shake that baby drivin me crazy Get up get up Shake that baby drivin me crazy Get up get up Shake that baby drivin me crazy Get up get up Shake that baby drivin me crazy Get up get up Shake that baby drivin me crazy Get up get up Shake that baby drivin me crazy Get up get up I'm on my way to the liquor store With E V E and my nigga Roast Got too much game to be slippin on I let you know if you didn't know It's 4 00 club is lettin out Met in the club now we playin house I'm drunk as hell so I'm showing out Put on my glove then I knocked it out I'm on my way to the liquor store With E V E and my nigga Roast Got too much game to be slippin on I let you know if you didn't know It's 4 00 club is lettin out Met in the club now we playin house I'm drunk as hell so I'm showing out Put on my glove then I knocked it out I'm on my way to the liquor store With E V E and my nigga Roast Got too much game to be slippin on I let you know if you didn't know It's 4 00 club is lettin out Met in the club now we playin house I'm drunk as hell so I'm showing out Put on my glove then I knocked it out I'm on my way to the liquor store With E V E and my nigga Roast Got too much game to be slippin on I let you know if you didn't know It's 4 00 club is lettin out Met in the club now we playin house I'm drunk as hell so I'm showing out Put on my glove then I knocked it out I'm on my way to the liquor store With E V E and my nigga Roast Got too much game to be slippin on I let you know if you didn't know It's 4 00 club is lettin out Met in the club now we playin house I'm drunk as hell so I'm showing out Put on my glove then I knocked it out I know you came to have a fuckin party I know it's about time to get shit started You know that I'm a bad man Nobody can do this like I can I know you came to have a fuckin party I know it's about time to get shit started You know that I'm a bad man Nobody can do this like I can I know you came to have a fuckin party I know it's about time to get shit started You know that I'm a bad man Nobody can do this like I can Get up get up Get up get up Get up get up Get up get up Get up get up Shake that baby drivin me crazy Get up get up Shake that baby drivin me crazy Get up get up Shake that baby drivin me crazy Get up get up Shake that baby drivin me crazy Get up get up I'm on my way to the liquor store With E V E and my nigga Roast Got too much game to be slippin on I let you know if you didn't know It's 4 00 club is lettin out Met in the club now we playin house I'm drunk as hell so I'm showing out Put on my glove then I knocked it out I'm on my way to the liquor store With E V E and my nigga Roast Got too much game to be slippin on I let you know if you didn't know It's 4 00 club is lettin out Met in the club now we playin house I'm drunk as hell so I'm showing out Put on my glove then I knocked it out I'm on my way to the liquor store With E V E and my nigga Roast Got too much game to be slippin on I let you know if you didn't know It's 4 00 club is lettin out Met in the club now we playin house I'm drunk as hell so I'm showing out Put on my glove then I knocked it out I'm on my way to the liquor store With E V E and my nigga Roast Got too much game to be slippin on I let you know if you didn't know It's 4 00 club is lettin out Met in the club now we playin house I'm drunk as hell so I'm showing out Put on my glove then I knocked it out,https://www.youtube.com/watch?v=gPmBYWlirIE
Other,33248,too-cool-to-dance,2014,eden-xo,Other,You know I'm always looking fly Never wear the same outfit twice I don't even have to try Bitches better recognize Won't catch me waiting in a queue In and out merci beaucoup I like boys with attitude Skinny jeans and good tattoos It's boring in the VIP Everybody watching me When the DJ plays it loud Make my way down to the crowd When the bass kicks in We're not too cool to dance We're not too cool to dance We're not too cool to dance We don't care if no one understands No one understands We're not too cool to dance Got this tan in Monaco Got these bangs in Tokyo Went there for a fashion show Yogi sat me in front row Champagne kisses bubbly If you take me home you can cuddle me Platinum lightening in my eyes Got my mind on my money and my money on my mind It's boring in the VIP Everybody watching me When the DJ plays it loud Make my way down to the crowd When the bass kicks in We're not too cool to dance We're not too cool to dance We're not too cool to dance We don't care if no one understands No one understands We're not too cool to dance Too cool to dance Too cool to dance Too cool to dance Too cool to dance When the bass kicks in We're not too cool to dance We're not too cool to dance We're not too cool to dance we don't care We don't care if no one understands No one understands We're not too cool to dance When the bass kicks in We're not too cool to dance We're not too cool to dance We're not too cool to dance we don't care We don't care if no one understands No one understands We're not too cool to dance Come on baby now Let me show you how Come on baby now We're not too cool to dance Come on baby now Let me show you how Come on baby now We're not too cool to dance We're not too cool to dance,https://www.youtube.com/watch?v=nAuY9TWichM
Other,45551,dance-on-me,2015,goldlink,Other,Yeah yeah yeah Dance on me dance on me Break your back baby just dance on me Brought your heels to the party Ain't here to hurt nobody I'mma old soul and I rap gold And I got scooped in a rari But I'm a bad boy and you know There's no boyfriends allowed to the party Dick game vicious demolition nigga with a vengeance Fake fat ass with extensions God damn pimpin any other nigga wanna hit this He goin have to pay for them titty tig ole bitties Yes Lord can a young nigga hit that Can a young nigga do somethin better but instead I was trapping just to get that dough Shit this cool and you so fine You so fine I eat behind between yo legs In those jeans take those off now watch you spread You so special and so pink slightly hairy and don't stink Lord I thank you for this good food that I'm happy to receive She got that You know I want you baby don't Ain't no one else above you baby I know I swear I swear Baby I need ya I want ya Baby I need ya and I want ya Baby I got it come get it Mayne fuck wit a nigga like me and shit I'll make nigga bow on his knees and shit While I please his bitch while I cock the 5th And I take her ass out go to Saks and Fifth And I hit my lil nigga so I get it for the low And my youngest lil nigga gettin back up in a ho Better gettin money and bein an asshole they can sleep Motherfuckas ain't goin pay me for my doe Mayne fuck that shit Rush that nigga while I rush that bitch too I don't give a fuck about you But I do what I see and I do when I feel what that mouth do I'm a crazy nigga I'mma start a fire like pay me nigga I neva hesitate to straight pump fake And I might go and just taze me a nigga Okay my nigga So pay me nigga,https://www.youtube.com/watch?v=SRo8RcpgIck
Other,71659,little-bit-of-you,2014,chase-bryant,Other,I hope that I ain't callin too late baby Hope you ain't closed those pretty blue eyes Have you looked out of your window lately That moon's taken up half of that sky Whoa whoa I'm a little bit restless Can't get you off of my mind oh I could use a little bit of your sweet kiss Your lips on a night like this I don't wanna be lonely with the stars all out Need you here to help me or I might lose count I could use a little bit of you right now A little bit of you right now Got my wheels pulling off that highway My headlights pointing down your street I got your song cranked up on the radio But you ain't singing sitting next to me yeah Whoa whoa Girl I need you now right now Walk on out I I could use a little bit of your sweet kiss Your lips on a night like this I don't wanna be lonely with the stars all out Need you here to help me or I might lose count I could use a little bit of you right now Yeah Oh I could use a little bit of your heartbeat on mine Your head on my chest all night long a little bit of you right now I I could use a little bit of your sweet kiss Your lips on a night like this I don't wanna be lonely with the stars all out Need you here to help me or I might lose count I could use a little bit of your love your smile That thing you do that drives me wild Your kiss your touch I could use a little I could use a little bit of you right now I wanna put my arms around a little bit of you right now a little bit of you right now ,https://www.youtube.com/watch?v=YeLqgmVJk0Y
Other,62762,bombs-away,2015,boots,Other,Save it for the next one Let him know that my temper was a cold sun And tell him everything you know I'm making up the weather imagining the snow Tell him there's no truth behind the panic That his cotton cheeks are youthful and organic His cock is Florida state I'm drowning hot I'll be a saint You're taking shots of wet paint I met a fire who could tame chance Some black gold for a rain dance A black hole for your romance I must not resonate when we tessellate our finance Tell him that the reverie is severing That he's safer cause they're listening to everything That it ain't Vietnam today Tell him bombs away Bombs away When I'm raining Your tongue is broken glass Hurricaning If I had tits you'd go all over me Worldwide flick my clit I'll blow it globally It's a fear based trade too far I might sell you a rental car I'm not who you are They didn't sell my rolling soul Trust to rake you out How new nouveau Your essence still will be still A witch will code your rights he'll have it by morning I'mma show you around Brown solid loose Chaser in my pail you could lose Piss in my blood in town with the zoo All the wolves are famous Hide the rich and shameless Thirsty like an addict Hope is for the tragic Sell me down a new stream New world has new dream Watchful eyes can't stay Tuck into the blast we're singing bombs away Bombs away,https://www.youtube.com/watch?v=f2vs9SkvVTc
Other,146522,my-shit,2016,a-boogie-wit-da-hoodie,Other," In my bag now In my bag now What the fuck is that sound What the fuck is that sound Brought the MAC out niggas sat down I got shit I never had now I could brag now Got my bitch a Louis bag now she could brag now Bought my bitch a Birkin bag now she a brat now Now I'm sittin in the club in a different bag now Baby when I pick it up you gon put that ass down Tell em you don't give a fuck baby spin that ass round Tell the DJ turn it up what the fuck is that sound A Boogie Wit Da Hoodie and it's always foreign Yeah I know she like my style them other niggas borin' When I pull up it go skrrt skrrt that's a foreign When I pull up on a red light they don't want it Yeah I came up from the mud and my baby know that Introduced her to my plug now she think she all that When I first hit her up no she never wrote back Then I saw her at the club so I got up on that Now every time they play this song she say ""This is my shit"" See the flick of my wrist And I know she know wassup baby this is my shit See the flick of my wrist They know that's my bitch that's a fact and she stuck with me When you in my section fill it up when my cup empty I can't fuck with rats that's a fact that's a dub nigga All about my F can't put water over blood nigga Trust me it get ugly If I wasn't gettin money would you still want me If I told you I was broke would you start actin funny This is all I ever wanted you can't take it from me Now every time they play this song she say ""This is my shit"" See the flick of my wrist And I know she know wassup baby this is my shit See the flick of my wrist",https://www.youtube.com/watch?v=9cGpLc-G20E
Other,30921,bitchslut,2016,anna-wise,Other, So they're calling you a bitch calling you a slut Cause you dressed up cause you dressed down Cause you said no cause you slept round Cause you played games cause you lost your head Cause you went slow cause you jumped ahead Cause your hair's long cause you shaved it off Cause you did wrong can't erase it tough Cause beauty is fleeting all an opinion Cause you felt pretty when you attracted your minions Cause people are seeing what they wanna see The mirror of reflections to see who's to beat But it's all a deflection I I know what kind you are If I say no I'm a bitch Say yes I'm a slut I I know what kind you are If I say no I'm a bitch Say yes I'm a slut say yes I'm a slut I I know what kind you are If I say no I'm a bitch Say yes I'm a slut I I know what kind you are If I say no I'm a bitch Say yes I'm a slut say yes I'm a slut I'm walking down the street with my hands tied Cause I wore a skirt you think I'm down to ride You think I wanna fuck cause I comb my hair Cause I'm at the bar next to an open chair Cause I always have to be polite Cause I look you in the eye Cause I grin back green light Go ahead give it a try I know there are people who like the attention I know admiration is a kind of affection But I'm more into the heart of a person The day I follow fleeting is the day I'll be hurting Yes I'm into attention I I know what kind you are If I say no I'm a bitch Say yes I'm a slut I I know what kind you are If I say no I'm a bitch Say yes I'm a slut say yes I'm a slut I I know what kind you are If I say no I'm a bitch Say yes I'm a slut I I know what kind you are If I say no I'm a bitch Say yes I'm a slut say yes I'm a slut,https://www.youtube.com/watch?v=h_0ojDuOHyU
Other,133656,bloodbarf,2015,clarence-clarity,Other,If living this without you is no good If living this without you is no good I'll step through a wormhole and a bloodbath in the rain Because living this without you is no good,https://www.youtube.com/watch?v=ryhG0u-PJeA
Other,4669,capsize,2016,frenship,Other,Hey ey ey ey yeah Hey ya hey ya hey Hey ey ey ey yeah Hey ya hey ya hey Up at night I'm awake cause it haunts me That I never got to say what I wanted Oh my God oh my God I'm not the same as I was with you I would jump out my skin just to get you Oh my God oh my God How could you have ever known If I never let it show now I just wanna know are you I'm fine Drop tears in the morning Give in to the lonely Here it comes with no warning Capsize I'm first in the water Too close to the bottom I'm right back where I started Said I'm fine Hey ey ey ey yeah Hey ya hey ya hey Hey ey ey ey yeah Hey ya hey ya hey Your silhouette is burned in my memory Rubble left from the moment that you left me Oh my God oh my God And three words have never come easy 'Cause you're more than they ever could be Oh my God oh my God How could you have ever known If I never let it show now I just wanna know are you I'm fine Drop tears in the morning Give in to the lonely Here it comes with no warning Capsize I'm first in the water Too close to the bottom I'm right back where I started Said I'm fine Hey ey ey ey yeah Hey ya hey ya hey Hey ey ey ey yeah Hey ya hey ya hey I'm swimming up against the tide Oh my God I'm swimming but I'm getting tired Oh my God I'm swimming up against the tide Oh my God I'm swimming but I'm getting tired Oh my God Yeah I'm fine Drop tears in the morning Give in to the lonely Here it comes with no warning No warning Capsize I'm first in the water Too close to the bottom I'm right back where I started Said I'm fine Fine Hey ey ey ey yeah Hey ya hey ya hey Said I'm fine Hey ey ey ey yeah Hey ya hey ya hey I think about you love you and I'm filled with pride ,https://www.youtube.com/watch?v=kOyBhtPF5aw
Other,186233,getaway,2016,blossoms,Other,Your room I leave Wide door open for me Dead leaves upon the grass I walk myself clean through seventy dreams We broke like a paper seam But when it breaks don't cry I'll always hold some place for you I'm over you get under me This is the last time Don't say it's the last time Call me up You've got me choking up If we're in love Tonight we can getaway Too soon I'll wait they say Boy you should know This will never work out But you say you're my best friend Boy you should know What if forever works out Then if it works let's try I'll always hold some place for you I'm over you get under me This is the last time Don't say it's the last time Call me up You've got me choking up If we're in love Tonight we can getaway Tonight we can getaway You said how could I I say it's a long time coming You say can we try I say it's a waste of time lovin' I'm over you get under me This is the last time Don't say it's the last time Call me up You've got me chocking up If we're in love Tonight we can getaway Tonight we can getaway Tonight we can getaway Tonight we can getaway Tonight we can getaway Tonight we can getaway Tonight we can getaway,https://www.youtube.com/watch?v=cs_0z3DaIC4
Other,61292,witch-doctor,1998,cartoons,Other,Hey witch doctor give us the magic words Alright you go Ooh eeh ooh ah ah ting tang walla walla bing bang Alright Ooh eeh ooh ah ah ting tang walla walla bing bang Ooh eeh ooh ah ah ting tang walla walla bing bang repeat I told the witch doctor I was in love with you I told the witch doctor I was in love with you And then the witch doctor he told me what to do He told me Ooh eeh ooh ah ah ting tang walla walla bing bang Ooh eeh ooh ah ah ting tang walla walla bing bang repeat I told the witch doctor you didn't love me true I told the witch doctor you didn't love me nice And then the witch doctor he gave me this advice Ooh eeh ooh ah ah ting tang walla walla bing bang Ooh eeh ooh ah ah ting tang walla walla bing bang repeat You can keep your love from me just like you were a miser And I'll admit it wasn't very smart But I went out to find my self a guy that's so much wiser And he told me the way to win your heart Ooh eeh ooh ah ah Ooh eeh ooh ah ah Ooh eeh ooh ah ah Ooh eeh ooh ah ah ting tang walla walla ging bang Come on and Ooh eeh ooh ah ah ting tang walla walla bing bang Ooh eeh ooh ah ah ting tang walla walla bing bang repeat ,https://www.youtube.com/watch?v=QZNYyrbACLs
Other,82185,real-nigga,2016,boosie-badazz,Other,Where tha real niggas at Light one for a real nigga Smoke one for a real nigga Let's talk about real niggas Since we always talkin 'bout hoes Light one for a real nigga Smoke one for a real nigga Let's talk about real niggas Since we always talkin 'bout hoes Talk to em Pimp C was a real nigga Put me on my feet since a lil nigga Let my dawg drink too much huh Might be gone but he still wit me Bun B my G my OG RIP Big Pokey Smoke sumin If 2Pac was here he would coach me Real nigga rockin a Rollie This for C Murder in Angola This for C man I slept by him every night We was G's man Same dome same hair comb nigga Shit this a real nigga life I'm a real nigga wit stripes I got stripes boy They can not come off my body Nah Jeezy my muthfuckin real nigga Can't forget Quan and Yo Gotti Buck took me in in 04 Let me come sleep in his house Gave me the keys to tha door I say he real I can vouch They don't come realer than Donkey Not Donk Got on tha stand for his blood My homie Rest in peace to my Big Mama nigga These niggas ain't realer than her Light one for a real nigga Smoke one for a real nigga Let's talk about real niggas Since we always talkin 'bout hoes Light one for a real nigga Smoke one for a real nigga Let's talk about real niggas Since we always talkin 'bout hoes Lil Bleek was my lil nigga Lil Bleek was my real nigga I shared every meal wit him You know I had to deal wit him Fuck that Woodfox still in tha cell ain't I Shit he been in there 40 years Burl told him quit being a Black Panther But he say he gon die real Me Zulu on tha tier Free LuLu He put me up under his wing Me Babyface on tha yard Throwin combos Boxing and chasin his dream Check this out tho Let me talk about my team Ruger Rell and Lee Kirby Shaw and G G Black Smoke Duke K and Debo Miss my fuckin migo He so real my migo Ivy flippin kilos miss that boy Kilo My lawyer Jason Williams My lawyer Jason real He say Boosie we fightin these bitches til you home And we ain't takin no deals That's real Light one for a real nigga Smoke one for a real nigga Let's talk about real niggas Since we always talkin bout hoes Light one for a real nigga Smoke one for a real nigga Let's talk about real niggas Since we always talkin bout hoes Gang signs bank time bang bang bang This is for DeeDee and Ed Ed Lover This is for Moo and Lil Bronson All tha real niggas in jail I miss my dawg Ankie Paul Free that nigga Flav out Park Town Free Rico out Park Town Big Gator one who made this song I play it so real I play it by ear I don't know what you talkin 'bout cowboy But J Prince is real This for my nigga my nerve This for Lil Webbie ya heard me Don't come to my state wit that early Boy we will leave you on Bourbon RIP Slim out tha 3rd ward Soulja Slim he'll pull you niggas hoe card ATL up in tha bricks All my real niggas out 4th ward Free Wayne Perry nigga Free Big Meech Free Larry Hoover Free Sneed nigga Free Boobie All tha real niggas who don't talk Light one for a real nigga Smoke one for a real nigga Let's talk about real niggas Since we always talkin 'bout hoes Light one for a real nigga Smoke one for a real nigga Let's talk about real niggas Since we always talkin 'bout hoes Slim Thugga that's a real nigga Skrilla that's a real nigga My mother that's a real nigga I'm tha face card for all this real shit nigga Believe that Boosie Bad Azz 2016 Happy New Year nigga But we need some mo real niggas,https://www.youtube.com/watch?v=ZX5o2cHKGk8
Other,165075,sax,2015,fleur-east,Other,Oh Give it to me Give it to me I met a boy last week tryna run that game Made it sound so sweet when he say my name I said boy stop run it back You can talk that talk but can you play that sax I met a boss last night buyin out the bar Said I can ride top down in his Jaguar I'm like boy stop run that back You can drive all night but can you play that sax Baby baby I've been waitin for the one to blow my mind aw hey give it to me Baby maybe you can get it if you got that thang I like hey oh I need to stick around the way you chase round south The type of red hot love that got me freezin 'cause Say you can go all night the way you lay that track But if you wanna hear me sing you better play that sax Give it to me You better play that sax uh Okay Play it You better play that sax I met a dude last week honey he's so vain Yeah he be lovin himself more than Kim and Ye I'm like boy stop run that back God damn you fine but can you play that sax Met a smart ass dude mister know it all Think you got Fleur down to a formula I'm like boy stop run it back Pick a big IQ but can you play that sax Baby baby I've been waitin for the one to blow my mind all right Baby maybe you can get it if you got that thang I like I need to stick around the way you chase round south The type of red hot love that got me freezin 'cause Say you can go all night the way you lay that track But if you wanna hear me sing you better play that sax Give it to me Uh okay yeah You better play that sax Okay Play it you better play that sax No fancy cars or bass guitars Fellas in suits smoking on cigars Those little boys making all that noise But you ain't gon steal the show No fancy cars or bass guitars Fellas in suits smoking on cigars uh Just play that song I know Take a deep breath and blow Get loose get right Get a grip and rock me all night Hold tight lean back Play one on one with that sax Get loose get right Get a grip and rock me all night Hold tight lean back Play one on one with that sax I need to stick around the way you chase round south The type of red hot love that got me freezin 'cause Say you can go all night the way you lay that track But if you wanna hear me sing If you wanna hear me sing If you wanna hear me sing you better play that sax Give it to me You better play that sax You better play that sax Get loose get right Get a grip and rock me all night Hold tight lean back play what I want You better play that sax Get loose get right Get a grip and rock me all night Hold tight lean back play what I want You better play that sax Get loose get right Get a grip and rock me all night Hold tight lean back play what I want with that sax,https://www.youtube.com/watch?v=3JZ4pnNtyxQ
