song_x,year_x,artist_x,genre_x,video_length,scene_count,frame_count,mot_int_mean,mot_int_std,lighting_met,light_mean,sat_met,sat_mean,col_en,colness,most_predominant_topic
guilty,2003,blue,Pop,237,110,5932,0.194583286,0.102096756,0,71.74532209,0,40.64362782,46.7745364,9.52883568,topic_0
diamond-dave,2008,the-bird-and-the-bee,Pop,195,118,5864,0.10672742,0.062085347,0,33.01345282,0,156.1775663,,29.1108958,topic_0
never-let-me-down-again,1987,depeche-mode,Pop,265,42,7959,0.126036972,0.113169854,0,66.94841355,0,16.38486227,,3.977059082,topic_16
early-in-the-morning,2014,ashanti,Pop,254,116,6109,0.121294865,0.123724603,0,37.87277931,0,76.4778532,,20.46977334,topic_29
foot-of-the-mountain,2009,a-ha,Pop,217,63,5437,0.119833489,0.068529896,0,78.22674313,0,56.34103132,,24.09906874,topic_28
back-it-up,2013,colette-carr,Pop,188,107,4527,0.148558977,0.079775739,0,43.09179713,0,152.1920025,155.7731368,57.83051526,topic_16
the-boy-does-nothing,2008,alesha-dixon,Pop,231,104,5781,0.141735251,0.081984631,0,44.69418269,0,88.96704477,69.34786885,26.19127054,topic_14
toxic,2003,britney-spears,Pop,211,168,5074,0.245133942,0.180392122,0,84.17622,0,153.1323871,,50.34917097,topic_11
movin-on,1992,bananarama,Pop,207,88,5185,0.190459945,0.130150581,0,69.06273144,0,124.3363049,,45.10794641,topic_8
anywhere-for-you,1996,backstreet-boys,Pop,257,54,6184,0.262154716,0.103628192,0,116.861924,0,120.4983195,,52.64200705,topic_25
my-prerogative,1988,bobby-brown,Pop,295,151,7088,0.130673175,0.066101816,0,58.03194399,0,102.754902,,24.87703378,topic_22
this-kiss,2012,carly-rae-jepsen,Pop,234,113,5632,0.099991373,0.099227534,0,37.21786292,0,109.1658246,,43.51364672,topic_16
realize,2007,colbie-caillat,Pop,243,57,5838,0.087176593,0.074300814,0,56.22682581,0,71.10541753,,27.9222182,topic_13
inner-beauty,2016,connie-talbot,Pop,225,4,5650,0.064870467,0.047646485,0,141.5473293,0,36.72092704,,21.48509906,topic_16
work-it-out,2002,beyonce,Pop,225,180,6776,0.194762367,0.085462654,0,72.08362258,0,160.1938665,439.585501,62.89759553,topic_22
cherry-pop,2014,alexandra-stan,Pop,198,150,4967,0.162020336,0.089788689,0,80.91178508,0,59.66599189,96.98283239,46.84897472,topic_14
tenderness,2012,general-public,Pop,217,23,6534,0.091333922,0.047772354,0,60.22377197,0,148.5945012,855.9762443,41.88187018,topic_23
express,2010,christina-aguilera,Pop,232,105,5801,0.097394406,0.053095482,0,34.77501698,0,70.76329103,,40.50491048,topic_14
love-to-hate-you,1991,erasure,Pop,232,79,5803,0.143077525,0.080662486,0,75.74487233,0,154.6278565,341.6980696,55.68004359,topic_29
a-little-respect,1988,erasure,Pop,211,6,5277,0.086130343,0.025304857,0,94.05110216,0,66.84680737,202.2397864,43.06078557,topic_16
only-a-girl,2016,gia,Pop,219,48,5264,0.112560148,0.093645096,0,112.9258396,0,80.95195716,,35.14397837,topic_10
free-your-mind,1992,en-vogue,Pop,253,288,6093,0.364285625,0.133904254,0,122.1597155,0,105.74912,,40.39745453,topic_0
american-daydream,2012,electric-guest,Pop,133,76,3209,0.090553019,0.053694417,0,33.43253736,0,148.8220784,,25.04275323,topic_12
pyramids,2012,frank-ocean,Pop,592,1,14822,0.001062323,0.000107908,0,139.0418827,0,222.5809568,3636.424106,83.30749763,topic_15
rhythm-inside,2017,calum-scott,Pop,212,109,5309,0.113240001,0.110218108,0,30.48588231,0,82.28699703,31.99263225,11.27676828,topic_17
runaway,1995,the-corrs,Pop,222,57,5569,0.21056585,0.130820159,0,93.02879358,0,58.45372525,,17.46473549,topic_6
one-day,2014,arash,Pop,226,70,5657,0.127664229,0.095373529,0,83.46612863,0,58.70012638,,23.19698455,topic_7
breezeblocks,2012,alt-j,Pop,226,32,5672,0.04465766,0.039110726,0,24.05760564,0,46.59042681,21.39848854,6.852766419,topic_28
lego-house,2011,ed-sheeran,Pop,245,98,6136,0.101836487,0.072840209,0,64.42175822,0,49.27074783,57.08844173,23.13600768,topic_18
way-to-go,2016,empire-of-the-sun,Pop,194,31,4863,0.078839204,0.0848028,0,40.3148694,0,75.41108221,,30.55613204,topic_6
move-away,1993,culture-club,Pop,250,32,6256,0.079333064,0.086781526,0,61.57498851,0,108.3489503,230.8317525,33.35174353,topic_16
hurts-so-good,2016,astrid-s,Pop,206,82,5155,0.159210427,0.155622851,0,96.09370774,0,41.81768982,,15.03875932,topic_10
scars-to-your-beautiful,2015,alessia-cara,Pop,310,87,7441,0.144769133,0.117759706,0,110.8887783,0,30.93533378,246.5432791,10.82869296,topic_17
do-i-make-you-feel-shy,2013,connan-mockasin,Pop,315,81,7900,0.043205732,0.049214719,0,46.97614651,0,65.77174897,,28.38581127,topic_18
try-again,2007,aaliyah,Pop,220,114,6614,0.153866123,0.071958691,0,46.73541674,0,108.2527761,70.42743393,20.44956162,topic_0
lost-without-you,2003,delta-goodrem,Pop,249,156,6237,0.148704086,0.069766222,0,47.82430206,0,101.2754453,116.4149381,27.76952091,topic_25
kill-the-lights,2016,alex-newell,Pop,289,129,8694,0.070357526,0.056390069,0,29.64737068,0,114.7919795,106.9819241,35.64306632,topic_16
because-we-want-to,1998,billie-piper,Pop,245,160,6137,0.219701278,0.112291864,0,78.84087451,0,110.5489526,,35.73835931,topic_13
am-i-right,1991,erasure,Pop,259,60,6495,0.133645533,0.08803993,0,73.03935291,0,94.18536657,,19.981608,topic_16
lies,1990,en-vogue,Pop,251,6,7546,0.183114589,0.095717127,0,61.96257573,0,0.084648466,,0.024945014,topic_15
missionary-man,1986,eurythmics,Pop,261,57,6544,0.107815055,0.073170897,0,71.52356737,0,66.50020121,,27.45055868,topic_24
lets-hear-it-for-the-boy,2016,deniece-williams,Pop,249,50,7483,0.196516462,0.098195073,0,103.764073,0,103.2533799,561.871928,24.2810906,topic_2
ring-the-alarm,2007,beyonce,Pop,209,143,6282,0.160324095,0.087495166,0,58.97457992,0,104.5072041,inf,29.07923698,topic_13
no-freedom,2013,dido,Pop,194,103,4663,0.131692258,0.100591628,0,72.58378864,0,47.01721574,,19.12534983,topic_28
scream-if-you-wanna-go-faster,2001,geri-halliwell,Pop,225,147,5629,0.255173458,0.112049035,0,125.8547068,0,86.14135853,,35.01716424,topic_12
dark-and-lovely-you-over-there,2000,barry-white,Pop,294,1,7063,0.117046428,0.061953266,0,97.09185764,0,121.6234115,383.748047,44.76399356,topic_28
pack-up,2020,eliza-doolittle,Pop,201,137,5037,0.199127612,0.098520702,0,115.6011416,0,65.78497637,,28.79534778,topic_19
friends,2011,aura-dione,Pop,224,189,5610,0.164020625,0.062932585,0,46.49681088,0,129.5765964,,36.5023607,topic_19
circus,2008,britney-spears,Pop,214,157,5138,0.200864219,0.092257563,0,69.55702856,0,112.0869851,889.226318,29.38015793,topic_24
when-will-i-be-famous,2010,bros,Pop,260,210,6514,0.254192805,0.101068819,0,116.6555899,0,81.97210376,,36.13542382,topic_16
corporate-cannibal,2008,grace-jones,Pop,363,45,10904,0.173513143,0.152683615,0,166.0487081,0,1.131972536,,0.391336906,topic_14
empty-threat,2015,chvrches,Pop,272,128,6532,0.132171583,0.075183541,0,80.86260749,0,46.09582206,,21.78834464,topic_24
haunted,2014,beyonce,Pop,320,216,7699,0.271079893,0.148452935,0,100.4990767,0,92.4609553,164.0534278,26.85266161,topic_24
furniture,2008,amy-studt,Pop,230,1,5751,0.017066071,0.025212984,0,97.43256787,0,37.24215791,132.3102246,22.04880262,topic_10
blow,2015,dawn-richard,Pop,285,170,6841,0.233879199,0.151784534,0,134.7317862,0,52.29163906,,26.60128255,topic_12
try-sleeping-with-a-broken-heart,2009,alicia-keys,Pop,279,123,8372,0.179474665,0.11415753,0,66.29641775,0,104.5473665,141.9384268,22.69419951,topic_22
follow-me,2001,atomic-kitten,Pop,195,137,4900,0.175038647,0.058648731,0,80.86518907,0,100.7659444,134.4775606,31.82647396,topic_28
stay-on-these-roads,1988,a-ha,Pop,285,49,8562,0.217990405,0.09637397,0,134.4514655,0,57.29337932,556.074236,23.87729786,topic_16
fml,2014,august-alsina,R&B,212,87,5105,0.101401226,0.069914054,0,46.63565565,0,42.5273012,,15.25319738,topic_4
west-coast,2015,fidlar,R&B,211,116,5079,0.159182058,0.099192909,0,51.70218451,0,96.88509766,inf,38.1975067,topic_22
drive,2014,the-coathangers,R&B,231,105,6931,0.169190999,0.094380502,0,88.53610344,0,75.2430797,200.9059501,31.54164901,topic_16
latch,2014,disclosure,R&B,256,102,6424,0.112390829,0.07118101,0,45.35604713,0,66.06018944,64.51356299,20.40842619,topic_14
downtown,2013,august-alsina,R&B,299,170,7197,0.242239243,0.153842751,0,98.41977609,0,72.84934601,,29.71712902,topic_25
you-me,2013,disclosure,R&B,277,81,6939,0.097284735,0.129381704,0,83.71995714,0,97.5995563,,36.57130464,topic_25
burn-it-up,2009,casely,R&B,233,1,7018,0.007307815,0.013768528,0,86.09472222,0,139.4241667,370.1318218,56.67483194,topic_18
rock-bottom,1993,babyface,R&B,247,135,7414,0.13645564,0.080498944,0,43.8481391,0,143.1285787,210.7037022,41.23568405,topic_7
voices,2014,disclosure,R&B,226,125,5669,0.159360376,0.110014636,0,117.4439806,0,59.29272695,,21.38540323,topic_4
come-and-get-it,2010,eli-paperboy-reed,R&B,195,141,5865,0.190549851,0.094485984,0,72.77195442,0,76.80476518,,28.45812062,topic_4
get-ya-money,2014,august-alsina,R&B,244,85,5865,0.112656364,0.061217106,0,55.2772898,0,75.23682309,,38.39992039,topic_23
brandenburg-gate,2015,anti-flag,R&B,232,104,5574,0.108788361,0.069901231,0,44.10446584,0,37.26773051,31.25814437,14.42334792,topic_25
4th-of-july,2013,brian-mcknight,R&B,246,49,5928,0.049075908,0.02396095,0,31.34852784,0,40.22359673,45.86430548,15.68621364,topic_14
the-christmas-song,2008,brian-mcknight,R&B,277,1,6930,0.003936092,3.06E-05,0,53.2826929,0,118.5422299,139.0436417,39.85232448,topic_18
this-is-the-end-for-you-my-friend,2006,anti-flag,R&B,190,192,5707,0.198786106,0.108114472,0,49.12964995,0,135.8964786,1299.121205,30.22639342,topic_15
crazy-love,1995,brian-mcknight,R&B,258,129,6200,0.275764794,0.123192287,0,99.80194321,0,137.5669205,,27.36160812,topic_4
better,2016,brian-mcknight,R&B,223,64,5358,0.191777676,0.081743835,0,73.04265938,0,45.11767112,562.2475336,3.58071893,topic_15
ghetto,2013,august-alsina,R&B,268,128,6451,0.155646714,0.094873459,0,79.05794534,0,76.36485257,,39.67064151,topic_4
bed-spins,2014,the-dying-arts,R&B,181,50,4347,0.103268567,0.074201045,0,50.88514216,0,34.50635635,,14.47511077,topic_22
omen,2015,disclosure,R&B,239,67,5991,0.066102487,0.037949264,0,24.69096332,0,105.8594891,,28.90422798,topic_22
for-the-cool-in-you,1993,babyface,R&B,240,177,7217,0.372282142,0.178228877,0,113.1513743,0,113.0371493,992.8746294,3.577619054,topic_4
let-me-hit-that,2013,august-alsina,R&B,241,141,5792,0.230238838,0.110985986,0,109.6511988,0,72.16122392,310.3332072,23.12454888,topic_22
reason-for-breathing,2000,babyface,R&B,257,108,7711,0.18783242,0.134335032,0,93.88701788,0,159.8750084,591.0307678,56.55265116,topic_22
this-is-for-the-lover-in-you,1996,babyface,R&B,243,162,7320,0.235532819,0.127167443,0,80.05731558,0,133.3035664,242.3433228,54.78545839,topic_4
hip-hop,2015,august-alsina,R&B,207,94,4986,0.135486229,0.079701609,0,68.37283095,0,67.08357448,92.45546291,22.06164145,topic_15
spin-the-dial,2016,beach-slang,R&B,200,90,4806,0.136006613,0.076075863,0,75.12784308,0,45.10780394,,25.27661043,topic_22
when-can-i-see-you,1993,babyface,R&B,225,74,6773,0.159243759,0.121653521,0,62.1999709,0,76.7585709,172.5078627,30.41945502,topic_22
you-me-flume-remix,2013,disclosure,R&B,277,81,6939,0.097284735,0.129381704,0,83.71995714,0,97.5995563,,36.57130464,topic_4
when-a-fire-starts-to-burn,2014,disclosure,R&B,322,29,7731,0.118498002,0.056838564,0,82.20937858,0,44.60655203,573.9762889,15.33785395,topic_19
2am,2014,adrian-marcel,R&B,237,136,5712,0.116030153,0.058032655,0,53.21231734,0,52.25310466,65.66115504,31.20251144,topic_10
and-our-feelings,1993,babyface,R&B,242,54,7268,0.184279302,0.1183013,0,65.86824663,0,84.06017633,265.6788879,9.51095888,topic_19
numb,2014,august-alsina,R&B,252,210,6056,0.261592234,0.102674241,0,115.3762451,0,113.6314723,380.281365,51.80179567,topic_12
holding-on,2015,disclosure,R&B,367,88,9189,0.072191921,0.059253325,0,32.00719487,0,101.9869916,,32.87697299,topic_14
anytime,1997,brian-mcknight,R&B,243,104,5843,0.20973182,0.116308449,0,67.67780364,0,189.78098,,52.22125451,topic_5
bed-sores,2014,fireworks,R&B,181,83,4362,0.148729479,0.075916602,0,89.29487248,0,63.57256891,,24.00692459,topic_14
jaded,2015,disclosure,R&B,274,135,6864,0.105374494,0.098772149,0,52.05252074,0,79.66285477,,16.99987117,topic_28
still,2001,brian-mcknight,R&B,252,125,6070,0.164055263,0.102309897,0,60.9545393,0,131.7136472,,36.92684455,topic_22
grab-her,2014,disclosure,R&B,224,39,5617,0.088429662,0.074769341,0,90.57715853,0,51.99855325,189.9467484,19.63722972,topic_2
let-me-love-you,2002,brian-mcknight,R&B,209,176,5034,0.282702099,0.120851071,0,102.2279907,0,98.45422084,,27.99688758,topic_13
whip-appeal,1989,babyface,R&B,377,184,11336,0.144663882,0.079588534,0,56.54377845,0,162.1610675,377.2303867,37.59527676,topic_27
all-night-long,2003,brian-mcknight,R&B,235,239,5657,0.270846526,0.077706203,0,84.67061518,0,158.1257552,,59.50461422,topic_13
magnets,2015,disclosure,R&B,214,52,5364,0.116687773,0.091254522,0,50.49359382,0,47.56357811,,16.40611268,topic_10
the-only-one-for-me,2002,brian-mcknight,R&B,216,68,5205,0.136095665,0.111950358,0,64.10779307,0,167.9882326,,50.62238524,topic_10
help-me-lose-my-mind,2014,disclosure,R&B,244,97,5860,0.158431212,0.119598877,0,76.89261258,0,86.39882974,300.0253037,29.01386581,topic_4
sweeter,2013,brian-mcknight,R&B,228,19,5477,0.105622727,0.053158933,0,25.88023179,0,48.40295328,,12.91638502,topic_18
not-going-nowhere,2007,babyface,R&B,252,140,6069,0.192676882,0.145070636,0,54.08812067,0,62.48661527,136.269428,27.53726349,topic_4
goodbye-my-love,1992,brian-mcknight,R&B,246,114,5924,0.269538295,0.215440632,0,90.35834358,0,82.66888294,,22.64780583,topic_29
strictly-reserved-for-you,2013,charles-bradley,R&B,230,63,5542,0.149482048,0.128407081,0,172.4234881,0,65.34906905,293.3815176,37.8173186,topic_7
benediction,2014,august-alsina,R&B,294,124,7080,0.146034809,0.061364535,0,72.7574831,0,45.2976059,,25.35644755,topic_0
the-mechanism,2014,disclosure,R&B,386,44,9668,0.076484539,0.037966636,0,82.12497946,0,33.78369883,,16.93544491,topic_7
back-at-one,1999,brian-mcknight,R&B,234,75,5637,0.123304103,0.069636584,0,69.29366679,0,108.2933337,,46.51445902,topic_23
i-luv-this-shit,2013,august-alsina,R&B,267,115,6410,0.132277455,0.075246242,0,39.01458515,0,124.9796956,137.9435419,38.04993278,topic_6
this-is-the-new-sound,2012,anti-flag,R&B,182,144,5473,0.183114351,0.091527424,0,70.03031301,0,95.17156975,125.4067844,26.94579623,topic_28
tender-lover,1989,babyface,R&B,249,147,7474,0.221866798,0.097142762,0,92.84338245,0,218.8462715,525.6044162,76.59258144,topic_10
make-it-home,2014,august-alsina,R&B,302,206,7271,0.094121338,0.069160916,0,25.78346225,0,72.5870474,,23.40435718,topic_19
home,2007,foo-fighters,Rock,295,11,8880,0.037654096,0.031870159,0,19.44795045,0,89.48883147,39.18327346,24.50652866,topic_13
stampede,2014,accept,Rock,311,153,7476,0.219880338,0.10592225,0,101.5288944,0,84.1897197,666.1291338,24.84473153,topic_25
sunless-saturday,1985,fishbone,Rock,257,164,7725,0.217569601,0.093588966,0,86.56565678,0,87.30027318,171.5535742,26.15557534,topic_19
summer,1995,buffalo-tom,Rock,242,152,6064,0.270157482,0.148217836,0,89.98561599,0,119.9266361,405.6613625,30.69883019,topic_1
the-love-in-your-eyes,1988,eddie-money,Rock,251,112,7551,0.215367719,0.145453876,0,70.91888001,0,60.4928658,67.69304493,2.659638174,topic_7
breaker,2015,deerhunter,Rock,211,41,5286,0.112434562,0.076086376,0,149.9873178,0,74.33293699,1213.794919,33.44533964,topic_5
ants-marching,1994,dave-matthews-band,Rock,267,334,8030,0.293860927,0.146276292,0,85.81724643,0,170.4314406,389.9445503,56.60076158,topic_21
chasin-the-wind,2002,chicago,Rock,259,3,6231,0.132658888,0.077558918,0,68.29485261,0,0.232917723,0.871724424,0.510580156,topic_28
please,1995,elton-john,Rock,237,120,5943,0.190267264,0.091483685,0,114.5959658,0,178.3139599,486.2457269,89.51400603,topic_17
i-can-feel-you,2009,anastacia,Rock,221,122,5320,0.201671714,0.105797471,0,77.30831216,0,61.04683042,,22.34589977,topic_16
lullabye-goodnight-my-angel,1993,billy-joel,Rock,211,32,6357,0.187211775,0.102767389,0,43.05962098,0,26.00226926,20.58159535,1.515673958,topic_13
might-not,2015,belly,Rock,229,48,5508,0.097444649,0.077845053,0,41.08750999,0,113.2202349,,32.79955331,topic_1
i-feel-love-every-million-miles,2015,the-dead-weather,Rock,202,31,6084,0.106241939,0.065539408,0,54.80573988,0,35.19778487,,12.75849548,topic_26
hook,1994,blues-traveler,Rock,265,234,6368,0.182833533,0.118746896,0,65.32318378,0,130.7076983,,28.00249507,topic_23
grapevine-fires,2008,death-cab-for-cutie,Rock,261,36,6277,0.122301052,0.081772568,0,98.01883711,0,72.51648042,,30.21494529,topic_13
waiting-for-superman,2013,daughtry,Rock,269,159,6461,0.223157074,0.108830082,0,74.76708017,0,120.8784792,728.3541281,32.23151223,topic_7
rock-on,2006,def-leppard,Rock,178,125,4453,0.271993703,0.125089903,0,85.73628583,0,123.9990401,,43.34433053,topic_4
you-can-dance,2010,bryan-ferry,Rock,275,66,6888,0.149361077,0.096414576,0,56.48948842,0,187.4485144,1819.18335,45.44932864,topic_1
soul-one,1996,blind-melon,Rock,193,18,5798,0.151214918,0.082810642,0,72.30033201,0,123.0996731,1510.455606,28.84381884,topic_16
dust-on-the-ground,2010,bombay-bicycle-club,Rock,244,79,6105,0.175070299,0.147385694,0,83.77290672,0,67.44410492,405.9533143,16.28177277,topic_1
tell-me-where-it-hurts,2007,garbage,Rock,249,58,6238,0.066242992,0.05132576,0,31.00849753,0,113.4470411,81.80128281,29.90990484,topic_7
swan,2006,elisa,Rock,258,110,6460,0.103899182,0.07349807,0,38.69550279,0,77.9633093,114.3294606,35.91171167,topic_13
bring-it-snakes-on-a-plane,2006,cobra-starship,Rock,200,137,6002,0.133443118,0.058936755,0,45.24317365,0,112.9073085,,35.02151712,topic_17
someday,2012,glass-tiger,Rock,214,47,6447,0.109324583,0.051780447,0,59.20187588,0,95.7840264,249.6032543,29.01004556,topic_9
beast-of-burden,1983,bette-midler,Rock,296,50,8886,0.072661149,0.051764373,0,42.06911369,0,111.0616549,82.36900889,40.63477507,topic_29
breathe,1994,collective-soul,Rock,184,154,4427,0.333419023,0.166062084,0,141.1108431,0,161.348321,,100.1600048,topic_10
the-merry-barracks,2011,deerhoof,Rock,214,3,5150,0.148579199,0.093499496,0,70.96802636,0,0,,0,topic_15
if-so,2013,atlas-genius,Rock,180,125,4324,0.192246615,0.093570472,0,91.28187719,0,67.1240575,252.4357819,36.07393261,topic_20
pumped-up-kicks,2011,foster-the-people,Rock,240,101,5761,0.12532691,0.076508332,0,85.80131215,0,39.08572976,98.63397232,22.84612068,topic_20
flavor-of-the-weak,2001,american-hi-fi,Rock,231,146,5550,0.200621595,0.116071888,0,70.68949762,0,106.6380636,159.4088945,17.37317714,topic_23
the-navy-song,2006,billy-talent,Rock,275,71,8279,0.144093293,0.098308206,0,56.92208464,0,12.48185798,,2.39496549,topic_20
doused,2012,diiv,Rock,263,123,6316,0.148564145,0.072483278,0,66.60549034,0,55.45352607,213.883202,24.35277168,topic_14
falling-for-the-beat,2014,andrew-ripp,Rock,226,85,5446,0.054430927,0.041009404,0,24.28517695,0,75.51489538,30.91083572,16.35990229,topic_23
talons,2008,bloc-party,Rock,238,95,7154,0.094154084,0.099018605,0,25.63328299,0,131.0554918,,29.98435792,topic_20
until-you-call-on-the-dark,1994,danzig,Rock,266,54,8007,0.131216928,0.069775402,0,53.44579659,0,42.2655566,77.48713829,30.63645616,topic_20
the-final-countdown,1986,europe,Rock,295,182,8875,0.206651543,0.140291217,0,90.13862698,0,137.422981,,52.06662507,topic_20
automatic,1997,chris-whitley,Rock,203,141,6118,0.236031356,0.1508357,0,88.45652008,0,138.4116114,850.6245094,38.47826373,topic_10
gold-dust-woman,1977,fleetwood-mac,Rock,348,38,10448,0.055256569,0.032352198,0,34.383226,0,102.6033932,139.878276,25.85007795,topic_7
moonchild,1988,fields-of-the-nephilim,Rock,299,80,7477,0.116750817,0.102295771,0,49.93195661,0,117.0422877,,27.45815903,topic_7
two-more-years,2005,bloc-party,Rock,239,133,5993,0.176881215,0.121035695,0,55.21542849,0,47.74197453,63.21611573,7.417532876,topic_8
you-got-spirit-kid,2015,coheed-and-cambria,Rock,341,137,8195,0.097048579,0.065013344,0,65.60058488,0,44.55984459,,27.08929951,topic_24
sleeping-by-myself,2011,eddie-vedder,Rock,155,75,3740,0.212706713,0.123545845,0,87.46285121,0,82.96645323,,24.74406523,topic_24
the-adventure,2006,angels-and-airwaves,Rock,281,77,6752,0.135415102,0.1147836,0,88.89893668,0,83.87308939,,36.02766408,topic_6
from-birth-to-burial,2015,10-years,Rock,253,28,7603,0.050580139,0.049981985,0,32.11065828,0,133.9475734,89.94121713,37.25543885,topic_24
hurricane,2005,faker,Rock,219,172,5500,0.198389656,0.086650898,0,48.04692006,0,117.7122901,124.0573264,21.99230349,topic_13
everything,2003,fefe-dobson,Rock,229,140,5510,0.203533027,0.123080244,0,88.9580115,0,131.1936982,,36.7485694,topic_24
beetlebum,1997,blur,Rock,311,71,9347,0.094306714,0.07416699,0,42.64430889,0,111.0319679,,26.30423736,topic_25
something-is-not-right-with-me,2008,cold-war-kids,Rock,141,1,4232,0.010002392,8.88E-06,0,124.1453819,0,1.996950231,52.25423135,0.609152394,topic_6
chocolate-girl,1987,deacon-blue,Rock,442,97,11067,0.08662462,0.059356817,0,51.21816248,0,121.9367052,,37.69210243,topic_24
silver-springs,1977,fleetwood-mac,Rock,287,12,8622,0.043382214,0.027274842,0,27.50314089,0,55.95379069,21.21671307,14.82163278,topic_12
my-dying-time,2014,black-label-society,Rock,203,137,4886,0.136444582,0.078862151,0,46.86363289,0,87.61038329,100.4959132,29.03473375,topic_13
allentown,1982,billy-joel,Rock,224,31,6744,0.097404133,0.05740498,0,44.01525054,0,79.11931067,27.54460063,11.60467194,topic_17
daylight-fading,1996,counting-crows,Rock,229,136,5510,0.199414712,0.125087293,0,75.46597023,0,143.2397665,,44.70891785,topic_11
be-careful-what-you-ask-for,2012,everclear,Rock,204,55,4919,0.135321031,0.084312314,0,74.30338208,0,34.78367683,,13.46884486,topic_28
paper-doll,2018,fleetwood-mac,Rock,238,162,5731,0.190312463,0.081093787,0,62.69309334,0,137.5613043,438.9240176,38.89899597,topic_6
blue-eyes-blue,1999,eric-clapton,Rock,281,69,6753,0.096979775,0.074615268,0,55.45794559,0,45.22573388,55.72872519,20.75930789,topic_18
afterlife,2013,arcade-fire,Rock,466,63,11198,0.060227245,0.070878754,0,46.51405873,0,32.34669084,,8.903456809,topic_25
stone,2013,alice-in-chains,Rock,287,111,6892,0.16895412,0.083051836,0,85.21678927,0,47.38860518,,15.46930004,topic_27
one-of-those-nights,2008,the-cab,Rock,231,136,5557,0.152828841,0.086696272,0,45.58222183,0,72.37601267,,33.71581734,topic_13
in-our-dreams,2016,black-stone-cherry,Rock,268,22,6436,0.088601261,0.072480126,0,42.76901719,0,48.1786941,75.13004668,17.53940287,topic_2
belongs-to-you,2010,emerson-drive,Rock,230,17,6907,0.070287661,0.046751686,0,29.56121896,0,109.2523343,81.3700266,28.20358529,topic_24
my-songs-know-what-you-did-in-the-dark-light-em-up,2013,fall-out-boy,Rock,187,59,4499,0.096478591,0.093083148,0,42.09520925,0,81.1967149,155.0146533,21.23452966,topic_12
miracle-goodnight,1993,david-bowie,Rock,252,87,6050,0.121174534,0.068691848,0,28.71641035,0,197.6648576,72.01250304,22.29217108,topic_5
here-and-now,1998,del-amitri,Rock,317,2,7940,0.014528129,0.026063543,0,120.767727,0,0,,0,topic_17
golden-state,2014,american-hi-fi,Rock,208,70,5005,0.132509543,0.057583064,0,67.28154997,0,28.75865964,,11.50247428,topic_24
tangerine,1997,feeder,Rock,235,137,5876,0.208407597,0.121644236,0,82.05983092,0,178.6546983,,62.70774776,topic_7
goin-crazy,1986,david-lee-roth,Rock,190,78,5705,0.14872191,0.085564064,0,134.8811569,0,95.13423244,,44.09984011,topic_19
breakout,1999,foo-fighters,Rock,257,162,6170,0.19668852,0.100882716,0,62.36913485,0,112.5285996,219.6939782,44.2857531,topic_14
man-on-the-corner,1981,genesis,Rock,217,1,5430,0.032576503,0.021817152,0,30.50384838,0,107.7764468,97.10843885,20.43602046,topic_22
everyday-sunshine,1991,fishbone,Rock,302,272,9065,0.184272554,0.086884855,0,76.67288019,0,109.68491,205.7150956,46.87664797,topic_27
always,2003,blink-182,Rock,250,25,6022,0.167048929,0.070817455,0,111.5052934,0,114.518869,,37.15374297,topic_22
secret-mobilization,2011,deerhoof,Rock,199,72,4994,0.119975701,0.098707876,0,82.85831293,0,35.45527331,,12.82315624,topic_24
float,2008,flogging-molly,Rock,260,108,6501,0.137214124,0.106112811,0,98.55991262,0,46.5077819,,17.68557288,topic_15
smokahontas,2010,attack-attack,Rock,288,182,6916,0.147003216,0.098141914,0,38.94979119,0,64.0160948,,17.46035098,topic_15
say-you-will,1987,foreigner,Rock,266,8,6397,0.188227396,0.118442216,0,41.49650945,0,0,,0,topic_13
lady-let-it-lie,1994,fish,Rock,253,40,7353,0.126768233,0.068994947,0,68.42870534,0,106.5843106,200.3042393,41.70538729,topic_16
smooth-criminal,2001,alien-ant-farm,Rock,212,99,5090,0.17633365,0.090070947,0,83.00744938,0,117.1634863,197.7239476,44.62039281,topic_14
sick-of-you,2011,cake,Rock,204,124,6131,0.155441272,0.072920421,0,69.06350231,0,86.83288362,161.2255993,42.0046358,topic_17
i-will-survive,1996,cake,Rock,247,135,7429,0.159742758,0.095009109,0,85.78378593,0,58.94515824,143.0716794,33.07845847,topic_14
lonely-richard,2014,amen-dunes,Rock,318,84,7636,0.121980076,0.094286979,0,90.61987971,0,57.09196277,834.1308347,23.02585496,topic_17
spanish-sahara,2010,foals,Rock,413,56,10338,0.085924181,0.0867648,0,110.3148986,0,71.0975613,,25.07851063,topic_12
slow-burn,2002,david-bowie,Rock,247,19,7438,0.218251573,0.160337233,0,61.55740194,0,6.227423298,,1.264847734,topic_27
wishful-thinking,1996,duncan-sheik,Rock,219,137,6572,0.156426142,0.08865244,0,91.7237732,0,54.61174004,199.9657042,38.03042509,topic_24
pilgrim,1998,eric-clapton,Rock,352,182,10561,0.201165007,0.131909752,0,51.66382156,0,99.83628406,,30.17929568,topic_17
fireworks,2007,animal-collective,Rock,408,98,12254,0.048558802,0.066566506,0,23.95377218,0,81.64451802,,13.64442617,topic_7
